ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
PADU,medium_airport,Unalaska Airport,22,NA,US,US-AK,Unalaska,PADU,DUT,DUT,"53.900100708, -166.544006348"
PAED,medium_airport,Elmendorf Air Force Base,212,NA,US,US-AK,Anchorage,PAED,EDF,EDF,"61.250999450683594, -149.8070068359375"
PAEH,medium_airport,Cape Newenham LRRS Airport,541,NA,US,US-AK,Cape Newenham,PAEH,EHM,EHM,"58.646400451699996, -162.06300354"
PAEI,medium_airport,Eielson Air Force Base,547,NA,US,US-AK,Fairbanks,PAEI,EIL,EIL,"64.66570282, -147.102005"
PAEM,medium_airport,Emmonak Airport,13,NA,US,US-AK,Emmonak,PAEM,EMK,ENM,"62.78609848, -164.4909973"
PAEN,medium_airport,Kenai Municipal Airport,99,NA,US,US-AK,Kenai,PAEN,ENA,ENA,"60.57310104370117, -151.2449951171875"
PAFA,large_airport,Fairbanks International Airport,439,NA,US,US-AK,Fairbanks,PAFA,FAI,FAI,"64.81510162, -147.8560028"
PAFB,medium_airport,Ladd AAF Airfield,454,NA,US,US-AK,Fairbanks/Ft Wainwright,PAFB,FBK,FBK,"64.83750153, -147.6139984"
PAFE,medium_airport,Kake Airport,172,NA,US,US-AK,Kake,PAFE,,AFE,"56.9613990784, -133.910003662"
PAFM,medium_airport,Ambler Airport,334,NA,US,US-AK,Ambler,PAFM,ABL,AFM,"67.1063, -157.856989"
PAGA,medium_airport,Edward G. Pitka Sr Airport,153,NA,US,US-AK,Galena,PAGA,GAL,GAL,"64.73619843, -156.9369965"
PAGK,medium_airport,Gulkana Airport,1586,NA,US,US-AK,Gulkana,PAGK,GKN,GKN,"62.1548996, -145.4570007"
PAGM,medium_airport,Gambell Airport,27,NA,US,US-AK,Gambell,PAGM,GAM,GAM,"63.76679992675781, -171.73300170898438"
PAGS,medium_airport,Gustavus Airport,35,NA,US,US-AK,Gustavus,PAGS,GST,GST,"58.4253006, -135.7070007"
PAHC,medium_airport,Holy Cross Airport,70,NA,US,US-AK,Holy Cross,PAHC,HCR,HCA,"62.18830108642578, -159.77499389648438"
PAHL,medium_airport,Huslia Airport,220,NA,US,US-AK,Huslia,PAHL,HSL,HLA,"65.69789886, -156.3509979"
PAHN,medium_airport,Haines Airport,15,NA,US,US-AK,Haines,PAHN,HNS,HNS,"59.24380111694336, -135.5240020751953"
PAHO,medium_airport,Homer Airport,84,NA,US,US-AK,Homer,PAHO,HOM,HOM,"59.645599365234375, -151.4770050048828"
PAHP,medium_airport,Hooper Bay Airport,13,NA,US,US-AK,Hooper Bay,PAHP,HPB,HPB,"61.52389908, -166.1470032"
PAII,medium_airport,Egegik Airport,92,NA,US,US-AK,Egegik,PAII,EGX,EII,"58.1855010986, -157.375"
PAIK,medium_airport,Bob Baker Memorial Airport,166,NA,US,US-AK,Kiana,PAIK,IAN,IAN,"66.9759979248, -160.43699646"
PAIL,medium_airport,Iliamna Airport,192,NA,US,US-AK,Iliamna,PAIL,ILI,ILI,"59.75439835, -154.9109955"
PAIM,medium_airport,Indian Mountain LRRS Airport,1273,NA,US,US-AK,Utopia Creek,PAIM,UTO,UTO,"65.99279785, -153.7039948"
PAJN,medium_airport,Juneau International Airport,21,NA,US,US-AK,Juneau,PAJN,JNU,JNU,"58.35499954223633, -134.5760040283203"
PAKN,medium_airport,King Salmon Airport,73,NA,US,US-AK,King Salmon,PAKN,AKN,AKN,"58.67679977, -156.6490021"
PAKP,medium_airport,Anaktuvuk Pass Airport,2102,NA,US,US-AK,Anaktuvuk Pass,PAKP,AKP,AKP,"68.13359833, -151.7429962"
PAKT,medium_airport,Ketchikan International Airport,89,NA,US,US-AK,Ketchikan,PAKT,KTN,KTN,"55.35559845, -131.7140045"
PAKW,medium_airport,Klawock Airport,80,NA,US,US-AK,Klawock,PAKW,KLW,AKW,"55.579200744599994, -133.076004028"
PALU,medium_airport,Cape Lisburne LRRS Airport,16,NA,US,US-AK,Cape Lisburne,PALU,LUR,LUR,"68.87509918, -166.1100006"
PAMC,medium_airport,McGrath Airport,341,NA,US,US-AK,McGrath,PAMC,MCG,MCG,"62.95289993, -155.6060028"
PAMR,medium_airport,Merrill Field,137,NA,US,US-AK,Anchorage,PAMR,MRI,MRI,"61.2135009765625, -149.843994140625"
PAMY,medium_airport,Mekoryuk Airport,48,NA,US,US-AK,Mekoryuk,PAMY,MYU,MYU,"60.37139892578125, -166.27099609375"
PANC,large_airport,Ted Stevens Anchorage International Airport,152,NA,US,US-AK,Anchorage,PANC,ANC,ANC,"61.174400329589844, -149.99600219726562"
PANI,medium_airport,Aniak Airport,88,NA,US,US-AK,Aniak,PANI,ANI,ANI,"61.581600189208984, -159.54299926757812"
PANN,medium_airport,Nenana Municipal Airport,362,NA,US,US-AK,Nenana,PANN,ENN,ENN,"64.54730224609375, -149.07400512695312"
PANT,medium_airport,Annette Island Airport,119,NA,US,US-AK,Annette,PANT,ANN,ANN,"55.04240036010742, -131.57200622558594"
PANV,medium_airport,Anvik Airport,291,NA,US,US-AK,Anvik,PANV,ANV,ANV,"62.646702, -160.190994"
PAOM,medium_airport,Nome Airport,37,NA,US,US-AK,Nome,PAOM,OME,OME,"64.51219940185547, -165.44500732421875"
PAOR,medium_airport,Northway Airport,1715,NA,US,US-AK,Northway,PAOR,ORT,ORT,"62.9612999, -141.9290009"
PAOT,medium_airport,Ralph Wien Memorial Airport,14,NA,US,US-AK,Kotzebue,PAOT,OTZ,OTZ,"66.88469696, -162.598999"
PAPB,medium_airport,St George Airport,125,NA,US,US-AK,St George,PAPB,STG,PBV,"56.578300476100004, -169.662002563"
PAPC,medium_airport,Port Clarence Coast Guard Station,10,NA,US,US-AK,Port Clarence,PAPC,KPC,KPC,"65.2537002563, -166.85899353"
PAPG,medium_airport,Petersburg James A Johnson Airport,111,NA,US,US-AK,Petersburg,PAPG,PSG,PSG,"56.80170059, -132.9450073"
PAPH,medium_airport,Port Heiden Airport,95,NA,US,US-AK,Port Heiden,PAPH,PTH,PTH,"56.95909881591797, -158.63299560546875"
PAPM,medium_airport,Platinum Airport,15,NA,US,US-AK,Platinum,PAPM,PTU,PTU,"59.01139831542969, -161.82000732421875"
PAQT,medium_airport,Nuiqsut Airport,38,NA,US,US-AK,Nuiqsut,PAQT,NUI,AQT,"70.2099990845, -151.005996704"
PARC,medium_airport,Arctic Village Airport,2092,NA,US,US-AK,Arctic Village,PARC,ARC,ARC,"68.1147, -145.578995"
PARY,medium_airport,Ruby Airport,658,NA,US,US-AK,Ruby,PARY,RBY,RBY,"64.72720337, -155.4700012"
PASA,medium_airport,Savoonga Airport,53,NA,US,US-AK,Savoonga,PASA,SVA,SVA,"63.6864013671875, -170.4929962158203"
PASC,medium_airport,Deadhorse Airport,65,NA,US,US-AK,Deadhorse,PASC,SCC,SCC,"70.19470215, -148.4649963"
PASD,medium_airport,Sand Point Airport,21,NA,US,US-AK,Sand Point,PASD,SDP,SDP,"55.314998626708984, -160.5229949951172"
PASH,medium_airport,Shishmaref Airport,12,NA,US,US-AK,Shishmaref,PASH,SHH,SHH,"66.249604, -166.089112"
PASI,medium_airport,Sitka Rocky Gutierrez Airport,21,NA,US,US-AK,Sitka,PASI,SIT,SIT,"57.04710006713867, -135.36199951171875"
PASK,medium_airport,Selawik Airport,17,NA,US,US-AK,Selawik,PASK,WLK,WLK,"66.60009766, -159.9859924"
PASM,medium_airport,St Mary's Airport,312,NA,US,US-AK,St Mary's,PASM,KSM,KSM,"62.0605011, -163.302002"
PASN,medium_airport,St Paul Island Airport,63,NA,US,US-AK,St Paul Island,PASN,SNP,SNP,"57.167301177978516, -170.22000122070312"
PASV,medium_airport,Sparrevohn LRRS Airport,1585,NA,US,US-AK,Sparrevohn,PASV,SVW,SVW,"61.09740067, -155.5740051"
PASX,medium_airport,Soldotna Airport,113,NA,US,US-AK,Soldotna,PASX,SXQ,SXQ,"60.47570037841797, -151.03399658203125"
PASY,medium_airport,Eareckson Air Station,95,NA,US,US-AK,Shemya,PASY,SYA,SYA,"52.71229935, 174.1139984"
PATG,medium_airport,Togiak Airport,21,NA,US,US-AK,Togiak Village,PATG,TOG,TOG,"59.052799224853516, -160.39700317382812"
PATK,medium_airport,Talkeetna Airport,358,NA,US,US-AK,Talkeetna,PATK,TKA,TKA,"62.320499420166, -150.09399414062"
PATL,medium_airport,Tatalina LRRS Airport,964,NA,US,US-AK,Takotna,PATL,TLJ,TLJ,"62.894401550299996, -155.977005005"
PATQ,medium_airport,Atqasuk Edward Burnell Sr Memorial Airport,96,NA,US,US-AK,Atqasuk,PATQ,ATK,ATK,"70.46730041503906, -157.43600463867188"
PAVD,medium_airport,Valdez Pioneer Field,121,NA,US,US-AK,Valdez,PAVD,VDZ,VDZ,"61.13389969, -146.2480011"
PAVL,medium_airport,Kivalina Airport,13,NA,US,US-AK,Kivalina,PAVL,KVL,KVL,"67.73619842529297, -164.56300354003906"
PAWD,medium_airport,Seward Airport,22,NA,US,US-AK,Seward,PAWD,SWD,SWD,"60.12689971923828, -149.41900634765625"
PAWG,medium_airport,Wrangell Airport,49,NA,US,US-AK,Wrangell,PAWG,WRG,WRG,"56.48429871, -132.3699951"
PAWI,medium_airport,Wainwright Airport,41,NA,US,US-AK,Wainwright,PAWI,AIN,AWI,"70.6380004883, -159.994995117"
PAWN,medium_airport,Noatak Airport,88,NA,US,US-AK,Noatak,PAWN,WTK,WTK,"67.56610107421875, -162.97500610351562"
PAWS,medium_airport,Wasilla Airport,354,NA,US,US-AK,Wasilla,PAWS,WWA,IYS,"61.5717010498, -149.539993286"
PAYA,medium_airport,Yakutat Airport,33,NA,US,US-AK,Yakutat,PAYA,YAK,YAK,"59.5032997131, -139.660003662"
PCIS,medium_airport,Canton Island Airport,9,OC,KI,KI-P,Abariringa,PCIS,CIS,,"-2.7681200504300003, -171.710006714"
PFYU,medium_airport,Fort Yukon Airport,433,NA,US,US-AK,Fort Yukon,PFYU,FYU,FYU,"66.57150268554688, -145.25"
PG-OPU,medium_airport,Balimo Airport,51,OC,PG,PG-WPD,Balimo,AYBM,OPU,BLI,"-8.05000019073, 142.932998657"
PG-VMU,medium_airport,Baimuru Airport,27,OC,PG,PG-GPK,Baimuru,AYBA,VMU,BMU,"-7.49686002731, 144.819900513"
PGRO,medium_airport,Rota International Airport,607,OC,MP,MP-U-A,Rota Island,PGRO,ROP,GRO,"14.174300193786621, 145.2429962158203"
PGSN,medium_airport,Saipan International Airport,215,OC,MP,MP-U-A,Saipan Island,PGSN,SPN,GSN,"15.119, 145.729004"
PGUA,medium_airport,Andersen Air Force Base,627,OC,GU,GU-U-A,"Yigo, Mariana Island",PGUA,UAM,UAM,"13.584, 144.929998"
PGUM,large_airport,Antonio B. Won Pat International Airport,298,OC,GU,GU-U-A,"Hagåtña, Guam International Airport",PGUM,GUM,GUM,"13.4834003448, 144.796005249"
PGWT,medium_airport,Tinian International Airport,271,OC,MP,MP-U-A,Tinian Island,PGWT,TIQ,TNI,"14.999199867248535, 145.61900329589844"
PH-0001,large_airport,Laguindingan Airport,190,AS,PH,PH-MSR,Cagayan de Oro City,RPMY,CGY,,"8.612203, 124.456496"
PH-0073,large_airport,Northern Cagayan International Airport,,AS,PH,PH-CAG,Lal-lo,,,,"18.182388, 121.745853"
PHBK,medium_airport,Barking Sands Airport,23,NA,US,US-HI,Kekaha,PHBK,BKH,BKH,"22.022800445599998, -159.785003662"
PHDH,medium_airport,Dillingham Airfield,14,NA,US,US-HI,Mokuleia,PHDH,HDH,HDH,"21.5795001984, -158.197006226"
PHHI,medium_airport,Wheeler Army Airfield,837,NA,US,US-HI,Wahiawa,PHHI,HHI,HHI,"21.48349953, -158.0399933"
PHHN,medium_airport,Hana Airport,78,NA,US,US-HI,Hana,PHHN,HNM,HNM,"20.79560089111328, -156.01400756835938"
PHJH,medium_airport,Kapalua Airport,256,NA,US,US-HI,Lahaina,PHJH,JHM,JHM,"20.962900161743164, -156.67300415039062"
PHJR,medium_airport,Kalaeloa Airport,30,NA,US,US-HI,Kapolei,PHJR,JRF,JRF,"21.3074, -158.070009"
PHKO,medium_airport,Ellison Onizuka Kona International At Keahole Airport,47,NA,US,US-HI,Kailua/Kona,PHKO,KOA,KOA,"19.738783, -156.045603"
PHLI,medium_airport,Lihue Airport,153,NA,US,US-HI,Lihue,PHLI,LIH,LIH,"21.97599983215332, -159.33900451660156"
PHMK,medium_airport,Molokai Airport,454,NA,US,US-HI,Kaunakakai,PHMK,MKK,MKK,"21.15290069580078, -157.0959930419922"
PHMU,medium_airport,Waimea Kohala Airport,2671,NA,US,US-HI,Kamuela,PHMU,MUE,MUE,"20.001300811767578, -155.66799926757812"
PHNG,medium_airport,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,24,NA,US,US-HI,Kaneohe,PHNG,NGF,NGF,"21.4505004883, -157.768005371"
PHNL,large_airport,Daniel K Inouye International Airport,13,NA,US,US-HI,Honolulu,PHNL,HNL,HNL,"21.32062, -157.924228"
PHNY,medium_airport,Lanai Airport,1308,NA,US,US-HI,Lanai City,PHNY,LNY,LNY,"20.785600662231445, -156.9510040283203"
PHOG,medium_airport,Kahului Airport,54,NA,US,US-HI,Kahului,PHOG,OGG,OGG,"20.8986, -156.429993"
PHSF,medium_airport,Bradshaw Army Airfield,6190,NA,US,US-HI,Camp Pohakuloa,PHSF,BSF,BSF,"19.760099411, -155.554000854"
PHTO,medium_airport,Hilo International Airport,38,NA,US,US-HI,Hilo,PHTO,ITO,ITO,"19.721399307250977, -155.04800415039062"
PHUP,medium_airport,Upolu Airport,96,NA,US,US-HI,Hawi,PHUP,UPP,UPP,"20.265300750732422, -155.86000061035156"
PK-0001,large_airport,New Islamabad International Airport,1646,AS,PK,PK-PB,Islamabad,OPIS,ISB,OPIS,"33.560713, 72.851613"
PKMJ,medium_airport,Marshall Islands International Airport,6,OC,MH,MH-MAJ,Majuro Atoll,PKMJ,MAJ,MAJ,"7.064760208129883, 171.27200317382812"
PKSA,medium_airport,Kaieteur International Airport,1520,SA,GY,GY-PT,Kaieteur Falls,SYKA,KAI,,"5.17275476456, -59.491481781"
PKWA,medium_airport,Bucholz Army Air Field,9,OC,MH,MH-KWA,Kwajalein,PKWA,KWA,KWA,"8.720120429992676, 167.73199462890625"
PLCH,medium_airport,Cassidy International Airport,5,OC,KI,KI-L,Banana,PLCH,CXI,,"1.9861600399017334, -157.35000610351562"
PMDY,medium_airport,Henderson Field,13,OC,UM,UM-71,Sand Island,PMDY,MDY,MDY,"28.20170021057129, -177.38099670410156"
PPIZ,medium_airport,Point Lay LRRS Airport,22,NA,US,US-AK,Point Lay,PPIZ,PIZ,PIZ,"69.73290253, -163.0050049"
PTKK,medium_airport,Chuuk International Airport,11,OC,FM,FM-TRK,Weno Island,PTKK,TKK,TKK,"7.461870193481445, 151.84300231933594"
PTPN,medium_airport,Pohnpei International Airport,10,OC,FM,FM-PNI,Pohnpei Island,PTPN,PNI,PNI,"6.985099792480469, 158.20899963378906"
PTRO,medium_airport,Babelthuap Airport,176,OC,PW,PW-004,Babelthuap Island,PTRO,ROR,ROR,"7.36731, 134.544236"
PTSA,medium_airport,Kosrae International Airport,11,OC,FM,FM-KSA,Okat,PTSA,KSA,TTK,"5.35698, 162.957993"
PTYA,medium_airport,Yap International Airport,91,OC,FM,FM-YAP,Yap Island,PTYA,YAP,T11,"9.49891, 138.082993"
PWAK,medium_airport,Wake Island Airfield,14,OC,UM,UM-79,Wake Island,PWAK,AWK,AWK,"19.282100677490234, 166.63600158691406"
QA-0001,large_airport,Hamad International Airport,13,AS,QA,QA-DA,Doha,OTHH,DOH,,"25.273056, 51.608056"
RCAY,medium_airport,Gangshan Air Force Base,34,AS,TW,TW-KHQ,Gangshan,RCAY,,,"22.782499313354492, 120.26300048828125"
RCBS,large_airport,Kinmen Airport,93,AS,TW,TW-X-KM,Shang-I,RCBS,KNH,,"24.4279, 118.359001"
RCDC,medium_airport,Pingtung South Airport,78,AS,TW,TW-PIF,Pingtung,RCDC,,,"22.672399520874023, 120.46199798583984"
RCDI,medium_airport,Longtan Air Base,790,AS,TW,TW-TAO,Longtan Township,RCDI,,,"24.855100631713867, 121.23799896240234"
RCFG,medium_airport,Matsu Nangan Airport,232,AS,TW,TW-X-LK,Nangang Island,RCFG,LZN,,"26.1598, 119.958"
RCFN,medium_airport,Taitung Airport,143,AS,TW,TW-TTT,Taitung City,RCFN,TTT,,"22.7549991607666, 121.10199737548828"
RCKH,large_airport,Kaohsiung International Airport,31,AS,TW,TW-KHH,Kaohsiung City,RCKH,KHH,,"22.57710075378418, 120.3499984741211"
RCKU,medium_airport,Chiayi Airport,85,AS,TW,TW-CYQ,Chiayi City,RCKU,CYI,,"23.46179962158203, 120.39299774169922"
RCKW,medium_airport,Hengchun Airport,46,AS,TW,TW-PIF,Hengchung,RCKW,HCN,,"22.041099548339844, 120.7300033569336"
RCLY,medium_airport,Lanyu Airport,44,AS,TW,TW-TTT,Orchid Island,RCLY,KYD,,"22.027000427246094, 121.53500366210938"
RCMQ,medium_airport,Taichung Ching Chuang Kang Airport,663,AS,TW,TW-TXG,Taichung City,RCMQ,RMQ,,"24.264699935913086, 120.62100219726562"
RCMT,medium_airport,Matsu Beigan Airport,41,AS,TW,TW-X-LK,Beigan Island,RCMT,MFK,,"26.224199, 120.002998"
RCNN,medium_airport,Tainan Airport,63,AS,TW,TW-TNN,Tainan City,RCNN,TNN,,"22.95039939880371, 120.20600128173828"
RCPO,medium_airport,Hsinchu Air Base,26,AS,TW,TW-HSZ,Hsinchu City,RCPO,HSZ,,"24.8180007935, 120.939002991"
RCQC,medium_airport,Makung Airport,103,AS,TW,TW-PEN,Makung City,RCQC,MZG,,"23.568700790405273, 119.62799835205078"
RCQS,medium_airport,Chihhang Air Base,121,AS,TW,TW-TTT,Taitung City,RCQS,,,"22.793100357055664, 121.18199920654297"
RCSQ,medium_airport,Pingtung North Airport,97,AS,TW,TW-PIF,Pingtung,RCSQ,PIF,,"22.700199127197266, 120.48200225830078"
RCSS,medium_airport,Taipei Songshan Airport,18,AS,TW,TW-TPE,Taipei City,RCSS,TSA,,"25.069400787353516, 121.552001953125"
RCTP,large_airport,Taiwan Taoyuan International Airport,106,AS,TW,TW-TAO,Taipei,RCTP,TPE,,"25.0777, 121.233002"
RCYU,medium_airport,Hualien Airport,52,AS,TW,TW-HUA,Hualien City,RCYU,HUN,,"24.023099899291992, 121.61799621582031"
RJAA,large_airport,Narita International Airport,141,AS,JP,JP-12,Tokyo,RJAA,NRT,,"35.7647018433, 140.386001587"
RJAF,medium_airport,Matsumoto Airport,2182,AS,JP,JP-20,Matsumoto,RJAF,MMJ,,"36.16680145263672, 137.92300415039062"
RJAH,medium_airport,Hyakuri Airport,105,AS,JP,JP-08,Omitama,RJAH,IBR,,"36.181098938, 140.414993286"
RJAW,medium_airport,Iwo Jima Airport,384,AS,JP,JP-13,,RJAW,IWO,,"24.784000396728516, 141.322998046875"
RJBB,large_airport,Kansai International Airport,26,AS,JP,JP-27,Osaka,RJBB,KIX,,"34.42729949951172, 135.24400329589844"
RJBD,medium_airport,Nanki Shirahama Airport,298,AS,JP,JP-30,Shirahama,RJBD,SHM,,"33.6622009277, 135.363998413"
RJBE,medium_airport,Kobe Airport,22,AS,JP,JP-28,Kobe,RJBE,UKB,,"34.6328010559082, 135.2239990234375"
RJBH,medium_airport,Hiroshimanishi Airport,15,AS,JP,JP-34,,RJBH,HIW,,"34.36690139770508, 132.41400146484375"
RJBT,medium_airport,Tajima Airport,584,AS,JP,JP-28,Tajima,RJBT,TJH,,"35.51279830932617, 134.78700256347656"
RJCB,medium_airport,Tokachi-Obihiro Airport,505,AS,JP,JP-01,Obihiro,RJCB,OBO,,"42.7332992554, 143.216995239"
RJCC,large_airport,New Chitose Airport,82,AS,JP,JP-01,Chitose / Tomakomai,RJCC,CTS,,"42.77519989013672, 141.69200134277344"
RJCH,medium_airport,Hakodate Airport,151,AS,JP,JP-01,Hakodate,RJCH,HKD,,"41.7700004578, 140.822006226"
RJCJ,medium_airport,Chitose Air Base,87,AS,JP,JP-01,,RJCJ,,,"42.79449844359999, 141.666000366"
RJCK,medium_airport,Kushiro Airport,327,AS,JP,JP-01,Kushiro,RJCK,KUH,,"43.041000366199995, 144.192993164"
RJCM,medium_airport,Memanbetsu Airport,135,AS,JP,JP-01,Ōzora,RJCM,MMB,,"43.8805999756, 144.164001465"
RJCN,medium_airport,Nakashibetsu Airport,234,AS,JP,JP-01,Nakashibetsu,RJCN,SHB,,"43.5774993896, 144.960006714"
RJCO,medium_airport,Okadama Airport,25,AS,JP,JP-01,Sapporo,RJCO,OKD,,"43.117447, 141.38134"
RJCS,medium_airport,Kenebetsu JASDF Airfield,,AS,JP,JP-01,Kenebetsu,RJCS,,,"43.425154, 144.741354"
RJCT,medium_airport,Tokachi Airport,281,AS,JP,JP-01,,RJCT,,,"42.890499114990234, 143.1580047607422"
RJCW,medium_airport,Wakkanai Airport,30,AS,JP,JP-01,Wakkanai,RJCW,WKJ,,"45.4042015076, 141.800994873"
RJDB,medium_airport,Iki Airport,41,AS,JP,JP-42,Iki,RJDB,IKI,,"33.7490005493, 129.785003662"
RJDC,medium_airport,Yamaguchi Ube Airport,23,AS,JP,JP-35,Ube,RJDC,UBJ,,"33.930000305200004, 131.279006958"
RJDT,medium_airport,Tsushima Airport,213,AS,JP,JP-42,Tsushima,RJDT,TSJ,,"34.2849006653, 129.330993652"
RJEB,medium_airport,Monbetsu Airport,80,AS,JP,JP-01,Monbetsu,RJEB,MBE,,"44.303901672399995, 143.404006958"
RJEC,medium_airport,Asahikawa Airport,721,AS,JP,JP-01,Asahikawa / Hokkaidō,RJEC,AKJ,,"43.670799255371094, 142.44700622558594"
RJEO,medium_airport,Okushiri Airport,161,AS,JP,JP-01,Okushiri Island,RJEO,OIR,,"42.0717010498, 139.432998657"
RJER,medium_airport,Rishiri Airport,112,AS,JP,JP-01,Rishiri,RJER,RIS,,"45.2420005798, 141.186004639"
RJFA,medium_airport,Ashiya Airport,98,AS,JP,JP-40,,RJFA,,,"33.88309860229492, 130.6529998779297"
RJFC,medium_airport,Yakushima Airport,124,AS,JP,JP-46,Yakushima,RJFC,KUM,,"30.3855991364, 130.658996582"
RJFE,medium_airport,Fukue Airport,273,AS,JP,JP-42,Goto,RJFE,FUJ,,"32.66630172729492, 128.83299255371094"
RJFF,large_airport,Fukuoka Airport,32,AS,JP,JP-40,Fukuoka,RJFF,FUK,,"33.585899353027344, 130.4510040283203"
RJFG,medium_airport,New Tanegashima Airport,768,AS,JP,JP-46,Tanegashima,RJFG,TNE,,"30.605100631699997, 130.990997314"
RJFK,large_airport,Kagoshima Airport,906,AS,JP,JP-46,Kagoshima,RJFK,KOJ,,"31.80340003967285, 130.718994140625"
RJFM,medium_airport,Miyazaki Airport,20,AS,JP,JP-45,Miyazaki,RJFM,KMI,,"31.877199173, 131.449005127"
RJFN,medium_airport,Nyutabaru Airport,259,AS,JP,JP-45,,RJFN,,,"32.08359909057617, 131.4510040283203"
RJFO,medium_airport,Oita Airport,19,AS,JP,JP-44,Oita,RJFO,OIT,,"33.479400634799994, 131.736999512"
RJFR,medium_airport,Kitakyūshū Airport,21,AS,JP,JP-40,Kitakyūshū,RJFR,KKJ,,"33.8459014893, 131.035003662"
RJFS,medium_airport,Saga Airport,6,AS,JP,JP-41,Saga,RJFS,HSG,,"33.149700164799995, 130.302001953"
RJFT,medium_airport,Kumamoto Airport,642,AS,JP,JP-43,Kumamoto,RJFT,KMJ,,"32.83729934692383, 130.85499572753906"
RJFU,medium_airport,Nagasaki Airport,15,AS,JP,JP-42,Nagasaki,RJFU,NGS,,"32.916900634799994, 129.914001465"
RJFY,medium_airport,Kanoya Airport,214,AS,JP,JP-46,,RJFY,,,"31.367599487304688, 130.84500122070312"
RJFZ,medium_airport,Tsuiki Air Field,55,AS,JP,JP-16,Tsuiki,RJFZ,,,"33.6850013733, 131.039993286"
RJGG,large_airport,Chubu Centrair International Airport,15,AS,JP,JP-23,Tokoname,RJGG,NGO,,"34.8583984375, 136.80499267578125"
RJKA,medium_airport,Amami Airport,27,AS,JP,JP-46,Amami,RJKA,ASJ,,"28.430599212646484, 129.71299743652344"
RJKB,medium_airport,Okierabu Airport,101,AS,JP,JP-46,Okinoerabujima,RJKB,OKE,,"27.4255008698, 128.701004028"
RJKI,medium_airport,Kikai Airport,21,AS,JP,JP-46,Kikai,RJKI,KKX,,"28.321300506599997, 129.927993774"
RJKN,medium_airport,Tokunoshima Airport,17,AS,JP,JP-46,Tokunoshima,RJKN,TKN,,"27.83639907836914, 128.88099670410156"
RJNA,medium_airport,Nagoya Airport,52,AS,JP,JP-23,Nagoya,RJNA,NKM,,"35.255001068115234, 136.9239959716797"
RJNF,medium_airport,Fukui Airport,19,AS,JP,JP-18,,RJNF,FKJ,,"36.1427993774, 136.223999023"
RJNG,medium_airport,Gifu Airport,128,AS,JP,JP-21,Gifu,RJNG,QGU,,"35.394100189208984, 136.8699951171875"
RJNH,medium_airport,Hamamatsu Airport,150,AS,JP,JP-22,,RJNH,,,"34.75019836425781, 137.7030029296875"
RJNK,medium_airport,Komatsu Airport,36,AS,JP,JP-17,Kanazawa,RJNK,KMQ,,"36.39459991455078, 136.40699768066406"
RJNO,medium_airport,Oki Airport,311,AS,JP,JP-32,Okinoshima,RJNO,OKI,,"36.18109893798828, 133.3249969482422"
rjns,large_airport,Mt. Fuji Shizuoka Airport,433,AS,JP,JP-22,Makinohara / Shimada,RJNS,FSZ,,"34.7960434679, 138.18775177"
RJNT,medium_airport,Toyama Airport,95,AS,JP,JP-16,Toyama,RJNT,TOY,,"36.64830017089844, 137.18800354003906"
RJNW,medium_airport,Noto Airport,718,AS,JP,JP-17,Wajima,RJNW,NTQ,,"37.2930984497, 136.962005615"
RJNY,medium_airport,Shizuhama Airport,23,AS,JP,JP-22,,RJNY,,,"34.812801361083984, 138.29800415039062"
RJOA,medium_airport,Hiroshima Airport,1088,AS,JP,JP-34,Hiroshima,RJOA,HIJ,,"34.4361000061, 132.919006348"
RJOB,medium_airport,Okayama Airport,806,AS,JP,JP-33,Okayama City,RJOB,OKJ,,"34.7569007874, 133.854995728"
RJOC,medium_airport,Izumo Airport,15,AS,JP,JP-32,Izumo,RJOC,IZO,,"35.4136009216, 132.88999939"
RJOF,medium_airport,Hofu Airport,7,AS,JP,JP-35,,RJOF,,,"34.034698486328125, 131.5489959716797"
RJOH,medium_airport,Miho Yonago Airport,20,AS,JP,JP-32,Yonago,RJOH,YGJ,,"35.4921989440918, 133.23599243164062"
RJOI,medium_airport,Iwakuni Marine Corps Air Station,7,AS,JP,JP-35,Iwakuni,RJOI,IWK,,"34.143902, 132.235992"
RJOK,medium_airport,Kōchi Ryōma Airport,42,AS,JP,JP-39,Nankoku,RJOK,KCZ,,"33.546101, 133.669006"
RJOM,medium_airport,Matsuyama Airport,25,AS,JP,JP-38,Matsuyama,RJOM,MYJ,,"33.82720184326172, 132.6999969482422"
RJOO,large_airport,Osaka International Airport,50,AS,JP,JP-27,Osaka,RJOO,ITM,,"34.785499572753906, 135.43800354003906"
RJOR,medium_airport,Tottori Airport,65,AS,JP,JP-31,Tottori,RJOR,TTJ,,"35.5301017761, 134.167007446"
RJOS,medium_airport,Tokushima Airport/JMSDF Air Base,26,AS,JP,JP-36,Tokushima,RJOS,TKS,,"34.132801, 134.606995"
RJOT,medium_airport,Takamatsu Airport,607,AS,JP,JP-37,Takamatsu,RJOT,TAK,,"34.214199066199996, 134.01600647"
